Title = Snapshot #27
Variables=X Y Z PartID
Zone I= 6409, F=POINT
8.905833e+00 -1.099820e+01 2.049315e+01 2
9.237151e+00 1.108740e+01 2.781427e+01 8
7.932570e+00 2.093197e+01 2.166539e+01 12
-6.866952e+00 6.109842e+00 9.729920e+00 14
-3.387769e+01 1.938532e+01 9.429393e-01 17
-2.354557e+01 1.251895e+01 8.797961e+00 18
-3.616477e+01 -2.257405e+01 1.996823e+01 21
-1.964531e+01 -1.462988e+01 2.542163e+01 23
1.803228e+01 -1.186753e+01 1.485410e+01 31
-1.680187e+01 -5.351290e-01 4.438980e+00 41
6.107054e+00 7.306105e+00 1.310680e+01 42
-2.253812e+01 5.055224e+00 2.204913e+01 45
-4.493950e+01 -2.133606e+01 2.688786e+01 74
-2.929266e+01 -1.288489e+01 7.870764e+00 80
2.819867e+00 2.388250e+01 1.305579e+01 82
-4.887266e+01 -1.499660e+01 2.502493e+01 83
2.459886e+01 1.333747e+01 7.347290e+00 91
2.889374e+01 -1.157270e+01 2.225429e+01 95
3.193871e+01 1.325657e+01 2.532369e+01 98
4.431889e+01 1.220121e+01 1.689595e+01 135
6.380333e+00 -8.232162e+00 1.634790e+01 137
3.274831e+01 8.869306e+00 1.323901e+01 150
-1.852101e+01 -5.975781e+00 8.525732e+00 158
-2.286354e+01 -2.389757e+01 1.578601e+01 166
2.874725e+01 9.437271e-01 1.516053e+01 171
2.287097e+01 1.299330e+01 5.285443e+00 181
-1.009906e+01 6.437708e+00 1.113590e+01 214
-1.949491e+01 2.093623e+01 6.701181e+00 217
-4.125334e+01 -1.434855e+01 2.553691e+01 219
1.304926e+00 2.590809e+00 1.033991e+01 233
-4.596664e+01 1.558337e+01 8.675053e+00 234
2.185978e+01 -1.522911e+01 5.011772e+00 257
-4.389032e+01 -1.959907e+01 2.052515e+01 279
8.354788e+00 2.518301e+00 1.977063e+01 295
-4.439189e+01 -1.811548e+01 3.773314e+00 309
3.689311e+01 -1.925971e+01 6.671357e+00 317
7.648681e+00 6.144203e-01 2.562511e+01 319
8.942079e+00 -1.864147e+01 2.446962e+01 321
-4.230159e+01 1.504941e+01 1.830715e+01 325
-4.934061e+01 -1.271392e+01 1.611146e+00 329
3.431035e+01 2.056759e+01 2.979419e+01 337
-3.181276e+01 -1.108150e+01 7.863401e+00 340
4.167045e+01 2.370258e+01 2.841641e+01 352
4.498019e+01 1.455091e+01 1.749211e+01 363
-1.321889e+01 2.351300e+01 3.318283e+00 373
4.255374e+01 4.445526e-01 2.898041e+01 375
-2.657618e+01 1.225416e+01 4.453727e+00 396
1.576014e+01 1.036293e+01 1.170070e+01 412
-1.386105e+01 -1.942823e+01 2.413380e+01 425
4.304713e+00 1.417330e+01 5.172185e-01 426
-4.795336e+00 1.630281e-01 8.734213e+00 427
1.977803e+01 1.044643e+01 2.367188e+01 441
1.852888e+01 1.597189e+01 2.691181e+01 443
9.505955e+00 1.961571e+01 2.543262e+01 454
