Title = Snapshot #4
Variables=X Y Z PartID
Zone I= 6427, F=POINT
-8.937867e+00 2.407741e+01 7.643548e+00 0
6.267239e+00 -1.000518e+01 2.069234e+01 2
5.747949e-01 1.171894e+01 2.815800e+01 8
3.387218e+00 1.774442e+01 2.078144e+01 12
-1.195254e+01 5.623872e+00 9.448494e+00 14
-3.785686e+01 1.998047e+01 1.072692e+00 17
-2.696411e+01 1.282623e+01 1.078335e+01 18
2.442472e+01 2.475847e+01 1.332743e+01 20
-4.260092e+01 -2.225333e+01 1.722437e+01 21
-2.717595e+01 -1.512917e+01 2.691904e+01 23
1.327067e+01 -1.237736e+01 1.376191e+01 31
-2.084125e+01 -1.634412e+00 5.318480e+00 41
2.904660e+00 7.973195e+00 1.145156e+01 42
-2.938604e+01 3.198473e+00 2.537561e+01 45
-1.130360e+00 -9.309185e-01 2.819783e+01 46
4.474996e+01 5.743991e+00 2.550072e+01 68
-3.237862e+01 -1.373670e+01 6.653277e+00 80
2.024910e+01 1.289758e+01 7.231921e+00 91
2.323057e+01 -1.143621e+01 2.260047e+01 95
2.478992e+01 1.526521e+01 2.706763e+01 98
-4.274513e+01 5.853737e+00 2.859248e+01 133
3.791639e+01 1.370672e+01 1.569471e+01 135
2.252161e+00 -8.624005e+00 1.560180e+01 137
2.716949e+01 9.401894e+00 1.376518e+01 150
-2.186499e+01 -7.460377e+00 1.067044e+01 158
-2.484891e+01 -2.229980e+01 1.722556e+01 166
2.423824e+01 6.453060e-02 1.511913e+01 171
1.812466e+01 1.162165e+01 4.595106e+00 181
-1.486374e+01 9.561135e+00 1.325110e+01 214
-2.343155e+01 2.302553e+01 8.848516e+00 217
-4.688855e+01 -1.272490e+01 2.336079e+01 219
-1.482084e+00 1.816622e+00 9.072074e+00 233
1.668215e+01 -1.740193e+01 5.099297e+00 257
-4.775431e+01 -2.411142e+01 1.972829e+01 279
3.812725e+00 2.064827e+00 1.784789e+01 295
-4.822754e+01 -1.848163e+01 2.275496e+00 309
2.398051e+01 -2.454667e+01 7.020187e+00 311
3.252901e+01 -1.931968e+01 7.453736e+00 317
1.215923e+00 -5.302469e-01 2.316110e+01 319
4.971447e+00 -1.909651e+01 2.247267e+01 321
-4.763141e+01 1.487396e+01 1.466472e+01 325
-3.427462e+01 -1.058068e+01 7.293456e+00 340
3.537059e+01 2.376365e+01 2.692582e+01 352
3.806958e+01 1.567615e+01 1.645897e+01 363
4.709283e+01 -1.145805e+01 2.771144e+01 364
-1.952667e+01 2.345346e+01 3.591957e+00 373
3.464880e+01 -3.313198e-01 2.801003e+01 375
-3.128435e+01 1.336937e+01 4.296808e+00 396
1.097986e+01 9.931106e+00 1.283822e+01 412
-2.049302e+01 -1.949106e+01 2.618882e+01 425
1.425328e+00 1.380295e+01 3.748006e-01 426
-1.275084e+01 -1.836471e-02 7.521685e+00 427
1.463015e+01 1.071679e+01 2.459745e+01 441
1.051417e+01 1.797084e+01 2.628857e+01 443
4.899941e+01 -1.429765e+01 2.997446e+01 453
1.384786e+00 1.614915e+01 2.381317e+01 454
1.891750e+01 1.104643e+01 2.693480e+01 457
-9.094046e+00 2.202261e+01 1.683634e+01 467
2.780676e+01 -1.428009e+01 9.370858e+00 477
3.448175e+01 4.076247e+00 5.982351e+00 504
-1.360995e+01 6.178215e+00 1.253276e+01 505
2.802933e+00 1.283563e+01 2.997425e+01 506
-5.434473e+00 -1.293413e+01 1.012804e+01 510
-1.332294e+01 1.120846e+01 5.859360e+00 521
-2.093779e+01 -1.878463e+01 7.402610e+00 524
-4.370057e+01 7.645102e+00 2.086549e+01 536
1.278505e+01 1.777015e+01 8.538808e-01 537
-1.793263e+01 -1.343358e+01 2.934513e+01 555
4.071289e+01 1.498016e+01 2.673694e+01 558
-1.911844e+01 4.051928e+00 2.983003e+01 559
2.014660e+01 1.335749e+01 2.991042e+01 564
3.419136e+01 1.876767e+01 1.630402e+01 578
-9.007350e+00 2.055569e+01 4.369371e-01 581
-2.959231e+01 1.285703e+01 1.495594e+01 588
3.846719e+01 2.213852e+01 1.440022e+01 591
-8.358877e+00 1.720253e+01 2.527079e+01 594
-1.225402e+01 -2.459306e+01 6.071957e-01 611
3.700175e+01 1.605926e+01 2.235855e+00 629
-1.569705e+01 2.148456e+01 2.623655e+01 634
-5.909244e+00 -1.488487e+01 5.954575e+00 636
-2.461747e+01 -7.646498e+00 2.465477e+01 640
7.539853e+00 1.782249e+01 2.711235e+01 642
4.527536e+01 1.442793e+01 1.251551e+01 643
2.136586e+01 1.667781e+01 2.752551e+00 650
4.503880e+01 -2.334644e+01 8.220076e+00 657
-1.728490e+01 1.287765e+00 2.108982e+01 661
-4.855125e+01 -9.981007e+00 6.274803e+00 667
5.206439e+00 -1.201803e+01 2.442325e+01 674
2.440831e+01 -1.163119e+01 3.400880e+00 675
1.923345e+00 -1.614646e+01 1.444503e+01 686
3.518914e+01 2.604314e+00 1.946146e+01 687
8.435406e+00 -6.221032e+00 2.994694e+01 688
-3.269740e+01 -1.710355e+01 1.994988e+01 691
4.359817e+01 -8.923163e+00 2.729296e+01 695
-2.985181e+01 -5.970861e+00 9.623955e+00 697
-3.015338e+01 1.864517e+01 1.452314e+01 701
-3.058047e+01 -1.102936e+01 2.571261e+01 702
-2.418080e+01 1.688911e+01 2.728921e+01 704
4.323111e+01 -3.651291e+00 2.760003e+01 706
-2.668734e+01 -2.285378e+01 1.148259e+01 721
4.049205e+01 2.260647e+01 1.010814e+01 723
2.498902e+01 1.525771e+01 2.144696e+01 724
1.247920e+01 1.262264e+01 1.099949e+01 729
-1.014798e+01 -8.012708e+00 2.483560e+01 731
-4.161800e+01 2.439009e+01 2.987134e+01 733
-2.712136e+01 1.539272e+01 1.808191e+01 743
-4.942069e+01 2.591791e+00 2.766402e+01 745
2.561156e+01 1.013153e+01 2.870731e+01 747
-9.169100e+00 -4.098962e+00 3.384482e+00 749
2.744997e+01 -1.084911e+01 9.849959e+00 752
1.418339e+01 1.185882e+01 2.617486e+01 754
-3.156797e+01 1.902686e+00 2.212881e+01 763
3.662871e+01 2.457417e+01 4.722811e+00 764
-1.585278e+00 -1.312039e+01 3.006778e+00 776
-4.597206e+01 -2.373966e+01 3.979846e+00 782
3.064344e+01 -7.734244e+00 1.209405e+01 783
-2.277694e+01 9.240079e+00 6.491745e+00 791
-3.300185e+01 1.760193e+01 2.620308e+01 793
-3.560842e+00 1.760372e+01 2.398859e+01 797
4.244916e+00 -3.904910e+00 2.347420e+01 814
5.186787e+00 -1.305538e+01 2.757322e+01 823
2.862755e+01 2.119362e+00 1.640416e+01 841
-3.209419e+00 -2.486130e+01 1.167270e+01 847
-4.927341e+01 -1.801697e+01 2.927474e+00 848
2.159325e+01 1.657346e+00 2.469800e+01 852
-1.592912e+00 -6.647046e+00 3.228268e+00 853
8.750635e+00 5.032573e+00 1.060231e+01 860
1.212202e+01 -6.826718e+00 3.816406e+00 862
1.603805e+01 1.335669e+01 9.240874e-02 865
-6.285451e+00 1.220734e+01 1.485847e+01 871
-1.817954e+01 -1.920750e+01 1.852728e+01 879
4.413581e+00 -1.514073e+01 2.170798e+01 890
-4.163755e+01 2.187614e+01 3.972404e+00 891
-4.053612e+01 2.013152e+01 2.952823e+01 892
-3.843167e+01 1.124561e+01 1.581859e+01 893
-8.616304e+00 1.729694e+00 1.480787e+01 899
1.336937e+01 -2.088002e+01 1.746054e+01 901
3.683285e+01 5.132983e+00 1.348126e+00 903
-3.227143e+01 7.495802e+00 1.422373e+01 918
-4.247559e+01 -3.993861e+00 1.879353e+01 928
-2.131139e+00 2.237849e+01 2.832017e+01 938
-1.708589e+01 2.259565e+01 2.519040e+01 939
-3.359766e+01 -1.142099e+01 9.426071e+00 961
-1.408610e+01 -7.410128e+00 2.939535e+01 971
1.243954e+01 -2.279938e+01 1.639545e+01 974
1.140238e+01 -3.539773e-01 2.534776e+01 980
-8.548041e+00 -1.338330e+01 2.022927e+00 984
1.849760e+01 1.984333e+01 2.773655e+01 994
-3.626345e+01 -8.324101e+00 5.838321e+00 1000
-2.525999e-01 7.793083e+00 2.669640e+01 1005
-4.062107e+01 1.048516e+01 1.944318e+01 1010
-2.196787e+01 1.350359e+01 2.994686e+01 1013
-4.437151e+01 5.628944e+00 2.167107e+01 1019
-5.022456e+00 -1.495290e+01 9.828662e-01 1024
-3.106031e+01 -1.281719e+01 2.389094e+01 1033
-2.077115e+00 2.471848e+01 1.775121e+01 1042
3.968349e+01 8.019698e+00 2.212553e+01 1046
5.092400e+00 2.386564e+01 8.364237e+00 1054
-4.106653e+00 -6.747658e+00 2.395400e+01 1056
-4.124550e+01 2.305377e+01 3.788385e+00 1058
1.648217e+01 2.392240e+01 3.808806e+00 1091
1.974685e+01 2.016728e+01 4.861625e+00 1096
