Title = Snapshot #25
Variables=X Y Z PartID
Zone I= 6422, F=POINT
-5.365612e+00 2.496019e+01 1.000263e+01 0
8.627009e+00 -1.091844e+01 2.044325e+01 2
8.503577e+00 1.111176e+01 2.784369e+01 8
7.496916e+00 2.076653e+01 2.159330e+01 12
-7.292151e+00 6.074965e+00 9.667515e+00 14
-3.423951e+01 1.944066e+01 9.523394e-01 17
-2.383628e+01 1.255405e+01 8.920499e+00 18
-3.673969e+01 -2.249745e+01 1.971895e+01 21
-2.025910e+01 -1.462945e+01 2.551996e+01 23
1.763403e+01 -1.192764e+01 1.474805e+01 31
-1.710441e+01 -6.629425e-01 4.282136e+00 41
5.813510e+00 7.334091e+00 1.289902e+01 42
-2.308851e+01 4.991519e+00 2.238216e+01 45
-4.553004e+01 -2.129341e+01 2.699229e+01 74
-2.951679e+01 -1.307122e+01 7.747600e+00 80
2.598144e+00 2.403177e+01 1.299126e+01 82
-4.939606e+01 -1.498576e+01 2.513868e+01 83
2.423637e+01 1.330486e+01 7.325389e+00 91
2.840523e+01 -1.156477e+01 2.227779e+01 95
3.130353e+01 1.338910e+01 2.550814e+01 98
4.388607e+01 1.232018e+01 1.684354e+01 135
6.036900e+00 -8.272682e+00 1.625979e+01 137
3.228987e+01 8.911764e+00 1.329387e+01 150
-1.872100e+01 -6.051096e+00 8.556760e+00 158
-2.290216e+01 -2.367108e+01 1.579994e+01 166
2.835540e+01 8.607831e-01 1.517281e+01 171
2.243607e+01 1.286761e+01 5.205462e+00 181
-1.053067e+01 6.666756e+00 1.124857e+01 214
-1.979166e+01 2.108374e+01 6.967310e+00 217
-4.183519e+01 -1.420281e+01 2.544744e+01 219
1.052429e+00 2.536524e+00 1.020601e+01 233
-4.659908e+01 1.596289e+01 8.962094e+00 234
2.136513e+01 -1.538606e+01 4.994077e+00 257
-4.442633e+01 -2.005261e+01 2.064436e+01 279
7.906802e+00 2.521222e+00 1.958968e+01 295
-4.478614e+01 -1.812275e+01 3.680745e+00 309
3.652785e+01 -1.926772e+01 6.732982e+00 317
6.999963e+00 5.019730e-01 2.539922e+01 319
8.509931e+00 -1.876930e+01 2.425392e+01 321
-4.274514e+01 1.499084e+01 1.802897e+01 325
-4.980173e+01 -1.280066e+01 1.559273e+00 329
3.356641e+01 2.061772e+01 2.982102e+01 337
-3.202104e+01 -1.103264e+01 7.788950e+00 340
4.107144e+01 2.369683e+01 2.828739e+01 352
4.442721e+01 1.467722e+01 1.738303e+01 363
-1.377784e+01 2.353143e+01 3.363195e+00 373
4.185484e+01 3.687918e-01 2.889642e+01 375
-2.694202e+01 1.235968e+01 4.444245e+00 396
1.536824e+01 1.033512e+01 1.179656e+01 412
-1.445249e+01 -1.953841e+01 2.427449e+01 425
3.994285e+00 1.412470e+01 5.007838e-01 426
-5.434756e+00 1.568238e-01 8.629251e+00 427
1.933871e+01 1.046161e+01 2.372335e+01 441
1.794718e+01 1.622932e+01 2.681221e+01 443
8.843651e+00 1.932636e+01 2.519127e+01 454
2.381683e+01 1.019888e+01 2.581968e+01 457
-3.477628e+00 2.249635e+01 1.850677e+01 467
3.357666e+01 -1.484047e+01 8.318284e+00 477
3.726622e+01 3.743903e+00 4.964315e+00 504
-9.227625e+00 5.804881e+00 1.475642e+01 505
1.151877e+01 1.352710e+01 2.960551e+01 506
1.772470e+00 -1.333427e+01 1.076460e+01 510
-7.966620e+00 1.082497e+01 7.987935e+00 521
-1.753320e+01 -2.053231e+01 8.354065e+00 524
-3.740157e+01 6.602982e+00 2.466484e+01 536
1.562433e+01 1.871841e+01 1.851930e+00 537
-1.184644e+01 -1.126510e+01 2.845869e+01 555
4.681377e+01 1.455415e+01 2.752802e+01 558
-1.285491e+01 5.006056e+00 2.927351e+01 559
2.673513e+01 1.275711e+01 2.923176e+01 564
3.836604e+01 1.873565e+01 1.650578e+01 578
-6.669968e+00 2.060699e+01 4.138267e-01 581
-4.745191e+01 -1.849860e-01 1.630817e+01 582
-2.797492e+01 1.385793e+01 1.370294e+01 588
4.360847e+01 2.157001e+01 1.531518e+01 591
-2.994003e+00 1.580538e+01 2.717233e+01 594
-8.951338e+00 -2.379769e+01 8.319744e-01 611
-4.360213e+01 -6.817477e+00 1.481381e+01 626
3.972297e+01 1.727009e+01 2.572786e+00 629
-9.328323e+00 2.280789e+01 2.647655e+01 634
-4.535305e-01 -1.407373e+01 6.507449e+00 636
-1.951818e+01 -7.878086e+00 2.250924e+01 640
1.376690e+01 2.126933e+01 2.958954e+01 642
4.959620e+01 1.389430e+01 1.273597e+01 643
2.502093e+01 1.601022e+01 2.066329e+00 650
4.790500e+01 -2.376047e+01 9.534190e+00 657
-1.342603e+01 -1.690727e+00 2.114585e+01 661
-4.291365e+01 -7.776808e+00 8.551586e+00 667
1.073450e+01 -1.188970e+01 2.341012e+01 674
2.818981e+01 -1.215971e+01 3.014546e+00 675
5.083121e+00 -1.543068e+01 1.410210e+01 686
3.996436e+01 1.230774e+00 1.974796e+01 687
1.697130e+01 -5.892712e+00 2.793523e+01 688
-2.541220e+01 -1.356210e+01 2.131564e+01 691
-2.770148e+01 -6.494594e+00 8.753972e+00 697
-2.783316e+01 1.601667e+01 1.317577e+01 701
-2.342869e+01 -1.004790e+01 2.668926e+01 702
-1.625281e+01 1.694351e+01 2.552238e+01 704
4.973360e+01 -3.425969e+00 2.738102e+01 706
4.436329e+01 2.194436e+01 1.062106e+01 723
3.094629e+01 1.551670e+01 1.988590e+01 724
1.559191e+01 1.263685e+01 1.117150e+01 729
-6.117899e+00 -7.921144e+00 2.491820e+01 731
-3.501522e+01 2.488838e+01 2.977970e+01 733
-4.830173e+01 -2.169021e+01 8.254329e+00 739
-2.433553e+01 1.489768e+01 1.578605e+01 743
3.279461e+01 1.065596e+01 2.727998e+01 747
-5.710264e+00 -6.626408e+00 4.079781e+00 749
3.080554e+01 -1.176703e+01 1.060881e+01 752
1.945270e+01 1.100422e+01 2.752291e+01 754
-2.410164e+01 9.682210e-01 2.014003e+01 763
1.785892e+00 -1.210346e+01 3.320822e+00 776
-3.904230e+01 -2.417853e+01 4.960989e+00 782
3.477115e+01 -7.704233e+00 1.241880e+01 783
-1.832171e+01 7.280597e+00 7.124875e+00 791
-2.596466e+01 1.804970e+01 2.448791e+01 793
1.177987e+00 1.674825e+01 2.566727e+01 797
8.378326e+00 -3.896398e+00 2.603119e+01 814
1.288111e+01 -1.083161e+01 2.732825e+01 823
3.223713e+01 1.450850e+00 1.697110e+01 841
-4.475429e+01 -1.816596e+01 4.394190e+00 848
2.587427e+01 3.957842e+00 2.580533e+01 852
2.572093e+00 -6.751872e+00 4.424461e+00 853
1.243659e+01 6.363777e+00 1.114212e+01 860
1.626276e+01 -5.795610e+00 3.565226e+00 862
1.667187e+01 1.338165e+01 1.047692e-01 865
-1.089811e+00 1.234889e+01 1.530807e+01 871
-1.186936e+01 -1.957173e+01 1.794579e+01 879
7.633366e+00 -1.632692e+01 2.190221e+01 890
-3.639307e+01 2.154964e+01 4.185659e+00 891
-3.310996e+01 1.967239e+01 2.936534e+01 892
-3.186684e+01 1.125239e+01 1.904446e+01 893
-2.372741e+00 1.536783e+00 1.748314e+01 899
1.782731e+01 -2.289280e+01 1.602899e+01 901
3.978580e+01 5.399162e+00 1.243466e+00 903
-2.780569e+01 9.082559e+00 1.619395e+01 918
-3.754635e+01 -5.462273e+00 2.258134e+01 928
-1.083357e+01 2.405550e+01 2.529845e+01 939
-3.150123e+01 -1.151723e+01 1.151625e+01 961
-7.895652e+00 -7.200964e+00 2.974481e+01 971
-1.877248e+01 -5.632673e+00 2.969712e+01 973
1.668271e+01 -2.461016e+01 1.510209e+01 974
1.542489e+01 2.979734e-01 2.289783e+01 980
-5.088771e+00 -1.372004e+01 2.069010e+00 984
2.482564e+01 1.812409e+01 2.745455e+01 994
-3.340054e+01 -8.873143e+00 6.260442e+00 1000
6.795519e+00 9.411440e+00 2.920331e+01 1005
-3.279070e+01 9.497048e+00 2.222992e+01 1010
-1.475481e+01 1.316123e+01 2.837636e+01 1013
-3.872265e+01 6.223246e+00 2.524657e+01 1019
-1.919306e+00 -1.501003e+01 1.407172e+00 1024
-2.331426e+01 -1.024468e+01 2.439107e+01 1033
4.675988e+01 7.157087e+00 2.311920e+01 1046
9.903440e+00 2.251390e+01 8.986516e+00 1054
6.576850e-01 -7.498213e+00 2.665234e+01 1056
-3.661214e+01 2.345520e+01 3.982538e+00 1058
-4.855382e+01 2.844599e+00 4.357118e+00 1073
2.148626e+01 2.266603e+01 4.704487e+00 1091
2.410914e+01 1.967459e+01 5.413587e+00 1096
-1.063505e+01 -1.135925e+01 2.553450e+01 1100
2.978652e+00 1.100957e+01 9.378416e+00 1119
2.057736e+01 1.729696e+01 6.947171e+00 1133
-2.803067e+01 1.967915e+01 1.472070e+01 1137
1.768453e+01 1.177965e+01 3.235097e+00 1140
-3.179326e+01 -1.680681e+01 1.440094e+01 1147
1.668413e+01 1.552928e+01 1.421844e+01 1168
-4.797341e+01 -2.241348e+00 9.521909e+00 1174
-1.432295e+01 -2.427151e+01 6.416269e+00 1176
2.539324e+01 1.024284e+01 6.950034e+00 1183
-4.249820e+01 -2.209224e+01 1.071054e+01 1193
-2.614500e+01 -2.087759e+01 1.175108e+01 1196
-4.921914e+01 5.809969e-01 2.000557e+01 1198
4.462655e+01 5.281481e+00 2.248295e+01 1210
-4.777893e+01 1.546284e+01 2.328517e+01 1222
3.690114e+00 1.805969e+01 3.957271e+00 1226
-1.522480e+01 1.477980e+01 2.067379e+01 1230
-4.437512e+01 -1.663016e+01 1.329832e+00 1232
2.607095e+01 1.207554e+00 5.877723e+00 1238
4.570353e+01 -3.223736e+00 1.190923e+01 1242
-5.180374e+00 -1.054166e+01 2.580457e+00 1250
4.861281e+01 -1.453452e+01 1.296403e+01 1252
-2.210692e+00 1.606807e+01 1.028070e+00 1260
3.489284e+01 5.384920e+00 2.441720e+01 1273
-2.823486e+01 -5.848041e+00 1.402578e+00 1278
2.564523e+01 -9.622268e+00 1.732006e+00 1284
-1.635552e+01 4.391830e+00 2.516348e+01 1286
3.097444e+01 9.835337e+00 1.400000e+00 1292
-2.857093e+00 -5.884592e-01 2.817677e+01 1312
-2.964791e+00 -5.279088e+00 2.025866e+01 1323
-2.046493e+01 -2.340482e+01 2.427817e+01 1326
-2.312211e+01 -2.209060e+01 2.378555e+01 1332
2.849153e+01 -2.051828e+01 2.479289e+01 1333
-4.607890e+01 -6.347597e-01 1.822366e+01 1334
2.065202e+01 -1.878913e+01 1.493393e+01 1337
-1.930997e+01 4.435081e+00 4.165915e+00 1340
-6.265269e+00 -1.386640e+01 2.778668e+01 1342
-3.494397e-01 5.257631e+00 1.971231e+01 1346
2.411934e+01 1.646646e+01 1.621722e+01 1350
9.987969e+00 -5.787702e+00 2.639544e+01 1351
3.576882e+01 9.006919e-01 1.853315e+01 1352
-6.128605e+00 -4.807205e+00 1.183069e+01 1356
6.993660e+00 -6.356003e+00 1.457478e+01 1362
-4.493910e+01 5.300679e+00 1.547708e+01 1374
3.315448e+01 8.041483e+00 1.276326e+01 1375
3.181827e+01 1.038658e+01 1.453969e+01 1382
1.757612e+01 -2.700582e+00 2.043029e+01 1385
-5.513667e-01 -2.363544e+01 1.551877e+01 1395
1.507427e+01 1.233172e+01 1.367767e+01 1415
1.196610e+01 -1.851655e+01 1.947006e+01 1420
-8.052980e+00 1.971414e+01 6.477664e+00 1421
1.907515e+01 -1.773160e+01 2.021016e+01 1423
1.881153e+01 -1.158103e+01 8.572788e+00 1442
4.909028e+01 -4.707078e+00 1.044969e+00 1446
8.005003e+00 -1.721845e-01 1.761169e+01 1451
9.114156e+00 7.451210e+00 1.312266e+01 1455
3.551865e+01 -9.164300e+00 1.585118e+00 1460
1.056095e+01 -1.615348e+01 1.822274e+01 1470
-2.134789e+01 -3.466083e+00 6.367115e+00 1471
-2.993472e+01 -9.102116e+00 2.224469e+01 1472
3.697194e+01 -9.027591e+00 1.382823e+01 1474
-1.645427e+00 -1.365946e+01 1.448610e+01 1478
-4.311975e+01 1.722879e+01 2.177220e+01 1479
-1.704518e+01 -1.149999e+01 1.245129e+01 1493
2.669496e+01 -1.587808e+01 1.170552e+01 1496
-3.830174e+01 1.277557e+01 1.462231e+01 1502
1.784407e+01 1.790592e+01 1.686190e+01 1514
-1.295400e+00 -1.147566e+01 2.750707e+01 1516
3.694697e+01 -3.033223e+00 8.049518e-02 1517
-3.731351e+00 2.119073e+01 1.968957e+01 1518
-1.335684e+01 -1.945200e+01 7.539480e+00 1523
4.510176e+01 -1.858939e+01 2.793070e+01 1531
-5.461944e+00 1.814214e+01 3.129725e+00 1546
3.158065e+01 -3.112918e+00 8.070370e+00 1551
-4.806600e+01 1.094570e+01 2.504506e+01 1562
5.599181e+00 1.759922e+01 2.770303e+01 1576
-3.367950e+01 1.225716e+01 2.153611e+01 1580
-4.031911e+01 1.653864e+01 2.000120e+01 1582
4.768772e+01 -1.652561e+01 1.978543e+01 1584
