Title = Snapshot #48
Variables=X Y Z PartID
Zone I= 6367, F=POINT
1.248856e+01 -1.219875e+01 2.212210e+01 2
3.393444e+01 -2.456017e+01 1.949914e+01 6
1.639659e+01 1.079462e+01 2.749312e+01 8
1.292026e+01 2.199580e+01 2.270244e+01 12
-1.979645e+00 5.984566e+00 1.067129e+01 14
-3.001663e+01 1.851229e+01 7.631707e-01 17
-2.063047e+01 1.211145e+01 7.831257e+00 18
-3.038675e+01 -2.221065e+01 2.307560e+01 21
-1.277153e+01 -1.477288e+01 2.487247e+01 23
2.219510e+01 -1.099291e+01 1.588790e+01 31
-1.248022e+01 -2.430883e+00 6.734460e+00 41
9.850953e+00 7.701492e+00 1.546893e+01 42
-1.839992e+01 5.382227e+00 1.866977e+01 45
-1.429176e+01 2.133209e+01 2.988526e+01 57
-3.849960e+01 -2.183862e+01 2.578095e+01 74
-2.733242e+01 -1.123466e+01 9.063315e+00 80
5.993898e+00 2.210267e+01 1.392519e+01 82
-4.361830e+01 -1.503414e+01 2.345010e+01 83
-4.486501e+01 1.153135e+01 2.514596e+01 90
2.843420e+01 1.348801e+01 7.597784e+00 91
3.401548e+01 -1.166886e+01 2.226808e+01 95
3.831817e+01 1.217740e+01 2.324001e+01 98
4.867237e+01 1.116561e+01 1.645622e+01 135
1.008919e+01 -7.534251e+00 1.765087e+01 137
3.743111e+01 8.555605e+00 1.264817e+01 150
-1.930249e+01 -2.478980e+01 2.412925e+01 154
-1.594873e+01 -4.928601e+00 6.946787e+00 158
3.275071e+01 1.777030e+00 1.505661e+01 171
2.738409e+01 1.410221e+01 6.145126e+00 181
-4.612698e+01 -6.472507e+00 1.891842e+01 199
-5.350303e+00 4.173009e+00 1.072631e+01 214
-1.625589e+01 1.982845e+01 3.964134e+00 217
-3.444441e+01 -1.530060e+01 2.526105e+01 219
3.936519e+00 2.887232e+00 1.209201e+01 233
-4.077574e+01 1.526206e+01 9.064564e+00 234
2.660727e+01 -1.380736e+01 5.480769e+00 257
-4.854888e+01 1.709208e+01 2.364144e+01 278
-3.902477e+01 -1.562101e+01 1.918814e+01 279
1.296489e+01 2.027390e+00 2.154624e+01 295
-3.906656e+01 -1.747968e+01 4.486114e+00 309
4.046644e+01 -1.912864e+01 6.137444e+00 317
1.471496e+01 1.277264e+00 2.772146e+01 319
1.414868e+01 -1.667023e+01 2.681749e+01 321
-3.799780e+01 1.594401e+01 2.073506e+01 325
-4.365950e+01 -1.101355e+01 1.682834e+00 329
4.249884e+01 1.955489e+01 2.947794e+01 337
-2.925331e+01 -1.112288e+01 8.898781e+00 340
-4.639640e+01 2.355474e+01 1.525653e+01 348
4.818973e+01 2.376007e+01 2.953024e+01 352
-7.376079e+00 2.283278e+01 2.868670e+00 373
4.992693e+01 1.326741e+00 2.962662e+01 375
3.748746e+01 2.429170e+01 2.008418e+01 379
