Title = Snapshot #19
Variables=X Y Z PartID
Zone I= 6443, F=POINT
-6.474898e+00 2.464944e+01 9.320235e+00 0
7.882538e+00 -1.068940e+01 2.038454e+01 2
6.283325e+00 1.124969e+01 2.796141e+01 8
6.213744e+00 2.020312e+01 2.135556e+01 12
-8.520653e+00 5.941976e+00 9.510599e+00 14
-3.527781e+01 1.962653e+01 9.683299e-01 17
-2.470061e+01 1.265812e+01 9.356788e+00 18
-3.842726e+01 -2.231846e+01 1.907026e+01 21
-2.213648e+01 -1.471564e+01 2.590719e+01 23
1.642018e+01 -1.207686e+01 1.443603e+01 31
-1.801770e+01 -1.311031e+00 4.124675e+00 41
4.934241e+00 7.465760e+00 1.237052e+01 42
-2.481513e+01 4.708875e+00 2.331620e+01 45
-4.725340e+01 -2.115635e+01 2.735607e+01 74
-3.023230e+01 -1.352582e+01 7.377540e+00 80
2.000716e+00 2.440727e+01 1.287888e+01 82
2.310128e+01 1.320257e+01 7.284490e+00 91
2.695021e+01 -1.156257e+01 2.231269e+01 95
2.941827e+01 1.385915e+01 2.605564e+01 98
4.252875e+01 1.274136e+01 1.649347e+01 135
4.996621e+00 -8.399008e+00 1.601520e+01 137
3.088382e+01 9.039721e+00 1.344743e+01 150
-1.942779e+01 -6.344016e+00 8.756925e+00 158
-2.317554e+01 -2.318102e+01 1.595794e+01 166
2.717696e+01 6.390186e-01 1.516823e+01 171
2.119020e+01 1.251183e+01 4.997870e+00 181
-1.178745e+01 7.452575e+00 1.158148e+01 214
-2.070846e+01 2.154987e+01 7.721151e+00 217
-4.342909e+01 -1.372990e+01 2.511103e+01 219
3.418936e-01 2.358410e+00 9.825434e+00 233
-4.914971e+01 1.703182e+01 1.031294e+01 234
1.992368e+01 -1.595423e+01 4.883123e+00 257
-4.578722e+01 -2.137599e+01 2.075056e+01 279
6.595539e+00 2.467009e+00 1.905313e+01 295
-4.588372e+01 -1.817693e+01 3.275561e+00 309
2.692885e+01 -2.491927e+01 7.410898e+00 311
3.541137e+01 -1.931574e+01 6.933054e+00 317
5.154926e+00 1.340057e-01 2.473278e+01 319
7.310560e+00 -1.907406e+01 2.362479e+01 321
-4.405929e+01 1.486424e+01 1.712016e+01 325
-3.269679e+01 -1.092931e+01 7.576428e+00 340
3.936925e+01 2.368862e+01 2.794001e+01 352
4.268251e+01 1.504982e+01 1.706233e+01 363
-1.539645e+01 2.355570e+01 3.453122e+00 373
3.975581e+01 1.629655e-01 2.870260e+01 375
-2.811598e+01 1.269990e+01 4.353749e+00 396
1.416467e+01 1.023505e+01 1.209745e+01 412
-1.610514e+01 -1.969581e+01 2.477945e+01 425
3.125078e+00 1.400336e+01 4.604922e-01 426
-7.425551e+00 1.264895e-01 8.285207e+00 427
1.800870e+01 1.048854e+01 2.392260e+01 441
1.606533e+01 1.699360e+01 2.663175e+01 443
6.758090e+00 1.848379e+01 2.459336e+01 454
2.244212e+01 1.034097e+01 2.615145e+01 457
-5.101844e+00 2.221929e+01 1.806513e+01 467
3.194562e+01 -1.475287e+01 8.607720e+00 477
3.650438e+01 3.733312e+00 5.205077e+00 504
-1.028271e+01 5.913450e+00 1.422011e+01 505
9.032689e+00 1.326964e+01 2.969953e+01 506
-2.722209e-01 -1.324639e+01 1.062931e+01 510
-9.493321e+00 1.089827e+01 7.548372e+00 521
-1.849710e+01 -1.997425e+01 7.922580e+00 524
-3.932750e+01 6.966352e+00 2.358147e+01 536
1.477263e+01 1.849397e+01 1.476550e+00 537
-1.368907e+01 -1.183089e+01 2.884227e+01 555
4.502401e+01 1.464880e+01 2.736050e+01 558
-1.462814e+01 4.727367e+00 2.943126e+01 559
2.483474e+01 1.293776e+01 2.942653e+01 564
3.714762e+01 1.880488e+01 1.645063e+01 578
-7.266215e+00 2.062697e+01 4.084110e-01 581
-4.883761e+01 -1.311866e+00 1.599058e+01 582
-2.836685e+01 1.369851e+01 1.382691e+01 588
4.211711e+01 2.171158e+01 1.506280e+01 591
-4.517162e+00 1.607485e+01 2.670396e+01 594
-9.974455e+00 -2.405403e+01 7.776039e-01 611
-4.574016e+01 -5.818075e+00 1.486341e+01 626
3.893248e+01 1.692409e+01 2.467846e+00 629
-1.111052e+01 2.241152e+01 2.635353e+01 634
-2.081013e+00 -1.432305e+01 6.450495e+00 636
-2.091682e+01 -7.835153e+00 2.313953e+01 640
1.202622e+01 2.042594e+01 2.884351e+01 642
4.830594e+01 1.396969e+01 1.267986e+01 643
2.401495e+01 1.617354e+01 2.217285e+00 650
-4.955600e+01 -6.617519e-01 2.991975e+01 656
4.705582e+01 -2.362057e+01 9.153286e+00 657
-1.466337e+01 -1.036312e+00 2.120647e+01 661
-4.438511e+01 -7.945786e+00 8.019820e+00 667
9.210851e+00 -1.193269e+01 2.371424e+01 674
